k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,17.35,-2.28935863788537,1,0.6,0.0,0.0,0.004970506438863431,0.00448379525659881,0.0014873692011315495,2.5808316292994313e-05,3137.15277304064
1,17.35,15.060641362114636,-2.1431049825538384,1,0.6,0.0,0.0,0.004970506438863431,0.00448379525659881,0.0014873692011315495,2.9731422249376205e-05,2948.4298943566473
2,32.41064136211464,12.917536379560815,-1.9308310776673987,1,0.6,0.0,0.0,0.004970506438863431,0.00448379525659881,0.0014873692011315495,3.466406244397776e-05,2654.985774106779
3,45.328177741675454,10.98670530189339,-1.688756829299607,1,0.6,0.0,0.0,0.004964091557673633,0.00447600064025977,0.001487256710070244,4.0871547172749366e-05,2311.3238384733336
4,56.31488304356834,9.297948472593752,-1.4332352478696335,2,0.6,0.0,0.0,0.004966947262899701,0.004478516084552631,0.0014881658160134119,4.832858403173899e-05,1942.7353136008244
5,65.61283151616209,7.864713224724109,-1.171654455088524,3,0.6,0.0,0.0,0.004969208234432365,0.0044802941418646824,0.0014890777550244138,5.719229071798545e-05,1561.198207390428
6,73.4775447408862,6.6930587696355985,-0.9073630984331849,4,0.6,0.0,0.0,0.004971027963212471,0.004481519538074963,0.001489996819301946,6.728579064159971e-05,1172.5812684592004
7,80.1706035105218,5.785695671202401,-0.6419027827979042,5,0.6,0.0,0.0,0.004972494040740294,0.004482335430236795,0.0014908914913872116,7.794152117395118e-05,779.9192965994622
8,85.9562991817242,5.143792888404498,-0.37603580709011153,5,0.6,0.0,0.0,0.004973594386901148,0.00448283891999246,0.0014916609574525059,8.777472953355447e-05,384.92597829037436
9,91.10009207012871,4.767757081314401,-0.1102533635023204,5,0.6,0.0,0.0,58.33193576337698,0.00448308915240947,64.8092271790706,11.255031568322474,9.47802295776512e-05
10,95.86784915144258,4.657503717812044,0.1548970010249322,5,0.5999963987429803,0.0,0.0,2063.2887055917627,0.0044826625499645445,2292.538971816775,407.5619903072462,9.716644660784368e-05
11,100.52535286925463,4.812400718836946,0.41844635351771986,5,0.5998690354667683,0.0,0.0,4197.615641582747,0.004481844829473225,4664.013345876039,802.4689739245571,9.410270672560728e-05
