k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,18.0,2.0,1,0.6,0.0,66727.88923422815,3.3838557438346795e-05,2043.944051282343,-1839.5496085557118,3306.068311080089,0.0
1,18.0,20.0,2.0,2,0.6001021972004753,0.004770952246395877,73859.64727123763,2.367327005304426e-05,1351.144309573623,-1216.0298523126276,3335.391137325515,0.0
2,38.0,22.0,2.0,3,0.6001697544144927,0.010041127555382511,74999.99998003368,5537.007315525341,3.593046150106999e-05,6152.230318246297,3367.9112126753766,0.0
3,60.0,24.0,1.6705267632802716,4,0.5998279638412561,0.015391127553984868,74999.99998042894,897.8787181599273,3.627272130327097e-05,997.6429875322478,2909.418682055452,0.0
4,84.0,25.670526763280307,0.3294732367197533,4,0.5997725392308377,0.020741127552614893,0.0,25948.13668596055,3.83703821720191e-05,28831.262949867272,929.9491956639707,1.3366093298827764e-07
5,109.67052676328042,26.0,-0.67052676328278,4,0.5981708024002895,0.020741127552614893,-8.470329472543003e-22,4.634840978590821e-05,4.2233410721397024e-05,1.3488163446196238e-05,1.4560765920578027e-07,564.2980866644365
6,135.67052676328055,25.329473236717256,-2.3294732367169217,4,0.5981708023995402,0.020741127552614893,-8.470329472543003e-22,4.634840978590821e-05,4.2233410721397024e-05,1.3488163446196238e-05,1.4946221360270708e-07,3067.524133104702
7,160.9999999999979,23.000000000000313,-3.5,4,0.598170802398791,0.020741127552614893,-1.4952672617880164e-17,4.661949211690053e-05,4.2602289712659336e-05,1.3457374944051633e-05,1.6068809616904747e-07,4869.359517731716
8,183.9999999999982,19.500000000000227,-3.5,4,0.5981708023980433,0.020741127552614893,1.8854953405880726e-18,4.654557918151725e-05,4.251840727167999e-05,1.345074365717384e-05,1.899999054898445e-07,4929.8594398595305
9,203.49999999999855,16.00000000000004,-3.5,4,0.598170802397296,0.020741127552614893,-5.091515045945599e-18,4.649667858384887e-05,4.243410247107421e-05,1.3472283980309736e-05,2.335981264842498e-07,4980.567784734181
10,219.49999999999858,12.50000000000006,-3.5,4,0.5981708023965475,0.020741127552614893,7.146416975984532e-18,4.647166600297431e-05,4.2343159396621144e-05,1.3526340990790209e-05,3.0385808622811753e-07,5021.484552363514
11,231.9999999999989,9.000000000000044,-3.5,4,0.598170802395796,0.020741127552614893,0.0,0.0,0.0,0.0,0.0,5052.609742340948
12,240.99999999999895,5.50000000000004,-3.5,4,0.598170802395796,0.020741127552614893,0.0,0.0,0.0,0.0,0.0,5073.943355339204
13,246.49999999999986,2.0000000000000244,-2.0000000000000124,4,0.598170802395796,0.020741127552614893,0.0,3.449575991038253e-06,0.0,3.832862212264726e-06,1.586804955877577e-06,2835.4853926358264
14,248.4999999999999,0.0,0.0,4,0.5981708023955831,0.020741127552614893,0.0,0.0,0.0,0.0,161.86492397250626,0.0
15,248.4999999999999,0.0,2.0,4,0.5981708023955831,0.020741127552614893,0.0,0.0,0.0,0.0,3160.813863168156,0.0
16,248.49999999999977,2.0,2.0,4,0.5981708023955831,0.020741127552614893,10897.668057951241,2.6900494910712947e-05,4025.1432384117434,-3622.6288846811303,3161.361429362397,2.8190693228680175e-06
17,250.49999999999977,4.0,2.0,4,0.5983720595558432,0.02160396431667148,16879.398336046575,2.8034067908633276e-05,3118.066883556372,-2806.2601640517705,3165.1062405205826,1.4172005649015773e-06
18,254.49999999999977,6.0,2.0,4,0.5985279628982905,0.02288552220019474,23359.781937384963,2.9541890698078777e-05,2672.510433441346,-2405.2593572728883,3172.0483018011114,9.474283615418244e-07
19,260.4999999999994,8.0,2.0,4,0.598661588418139,0.024620706935811688,29957.52043295041,3.098824690839913e-05,2286.3238334142848,-2057.691415641471,3182.1876125103026,7.107100827852264e-07
20,268.4999999999994,10.0,2.0,4,0.5987759046078969,0.026817733366118215,36714.96636541599,3.190707958725114e-05,1981.0080066007752,-1782.907170488387,3195.524171946451,0.0
21,278.4999999999994,12.0,2.0,4,0.5988749550062573,0.029487781011697335,44353.143150347474,3.1302598698216416e-05,2456.734723734228,-2211.06121658014,3212.057981773548,4.7385901780216955e-07
22,290.4999999999994,14.0,2.0,4,0.5989977917405118,0.03269250103222166,51597.481691188455,3.146947309131884e-05,2418.083283749981,-2176.274920408902,3231.7890402710937,4.0649319998919964e-07
23,304.4999999999994,16.0,1.698554961737706,4,0.5991186959027568,0.03640432475060486,51160.14201506245,3.1473856141817774e-05,2420.1456881231393,-2178.131084339874,2802.549790608757,3.556006049620919e-07
24,320.4999999999994,17.698554961737724,1.2440679828546626,4,0.5992397031852201,0.040085534691659236,43677.00233908818,3.12811362825037e-05,2457.758156343682,-2211.982305952496,2142.6441174935485,3.211148396076169e-07
25,338.1985549617371,18.942622944592337,0.7967144043711085,4,0.5993625910911063,0.04324292485539541,0.0,30653.707265111767,3.8364594121667595e-05,34059.67470448494,1488.7806578369457,1.8255832401337102e-07
