key,value
"(0, 1)",20.0
"(0, 2)",22.0
"(0, 3)",24.0
"(0, 4)",26.0
"(1, 1)",20.0
"(1, 2)",22.0
"(1, 3)",24.0
"(1, 4)",26.0
"(2, 1)",20.0
"(2, 2)",22.0
"(2, 3)",24.0
"(2, 4)",26.0
"(3, 1)",20.0
"(3, 2)",22.0
"(3, 3)",24.0
"(3, 4)",26.0
"(4, 1)",20.0
"(4, 2)",22.0
"(4, 3)",24.0
"(4, 4)",26.0
"(5, 1)",20.0
"(5, 2)",22.0
"(5, 3)",24.0
"(5, 4)",26.0
"(6, 1)",20.0
"(6, 2)",22.0
"(6, 3)",24.0
"(6, 4)",26.0
"(7, 1)",20.0
"(7, 2)",22.0
"(7, 3)",24.0
"(7, 4)",26.0
"(8, 1)",20.0
"(8, 2)",22.0
"(8, 3)",24.0
"(8, 4)",26.0
"(9, 1)",20.0
"(9, 2)",22.0
"(9, 3)",24.0
"(9, 4)",26.0
"(10, 1)",20.0
"(10, 2)",22.0
"(10, 3)",24.0
"(10, 4)",26.0
"(11, 1)",20.0
"(11, 2)",22.0
"(11, 3)",24.0
"(11, 4)",26.0
"(12, 1)",20.0
"(12, 2)",22.0
"(12, 3)",24.0
"(12, 4)",26.0
"(13, 1)",20.0
"(13, 2)",22.0
"(13, 3)",24.0
"(13, 4)",26.0
"(14, 1)",20.0
"(14, 2)",22.0
"(14, 3)",24.0
"(14, 4)",26.0
"(15, 1)",20.0
"(15, 2)",22.0
"(15, 3)",24.0
"(15, 4)",26.0
"(16, 1)",20.0
"(16, 2)",22.0
"(16, 3)",24.0
"(16, 4)",26.0
"(17, 1)",20.0
"(17, 2)",22.0
"(17, 3)",24.0
"(17, 4)",26.0
"(18, 1)",20.0
"(18, 2)",22.0
"(18, 3)",24.0
"(18, 4)",26.0
"(19, 1)",20.0
"(19, 2)",22.0
"(19, 3)",24.0
"(19, 4)",26.0
"(20, 1)",20.0
"(20, 2)",22.0
"(20, 3)",24.0
"(20, 4)",26.0
"(21, 1)",20.0
"(21, 2)",22.0
"(21, 3)",24.0
"(21, 4)",26.0
"(22, 1)",20.0
"(22, 2)",22.0
"(22, 3)",24.0
"(22, 4)",26.0
"(23, 1)",20.0
"(23, 2)",22.0
"(23, 3)",24.0
"(23, 4)",26.0
"(24, 1)",20.0
"(24, 2)",22.0
"(24, 3)",24.0
"(24, 4)",26.0
"(25, 1)",20.0
"(25, 2)",22.0
"(25, 3)",24.0
"(25, 4)",26.0
"(26, 1)",20.0
"(26, 2)",22.0
"(26, 3)",24.0
"(26, 4)",26.0
"(27, 1)",20.0
"(27, 2)",22.0
"(27, 3)",24.0
"(27, 4)",26.0
"(28, 1)",20.0
"(28, 2)",22.0
"(28, 3)",24.0
"(28, 4)",26.0
"(29, 1)",20.0
"(29, 2)",22.0
"(29, 3)",24.0
"(29, 4)",26.0
"(30, 1)",20.0
"(30, 2)",22.0
"(30, 3)",24.0
"(30, 4)",26.0
"(31, 1)",20.0
"(31, 2)",22.0
"(31, 3)",24.0
"(31, 4)",26.0
"(32, 1)",20.0
"(32, 2)",19.0
"(32, 3)",24.0
"(32, 4)",26.0
"(33, 1)",20.0
"(33, 2)",19.0
"(33, 3)",24.0
"(33, 4)",26.0
"(34, 1)",20.0
"(34, 2)",19.0
"(34, 3)",24.0
"(34, 4)",26.0
"(35, 1)",20.0
"(35, 2)",19.0
"(35, 3)",24.0
"(35, 4)",26.0
"(36, 1)",20.0
"(36, 2)",19.0
"(36, 3)",24.0
"(36, 4)",26.0
"(37, 1)",20.0
"(37, 2)",19.0
"(37, 3)",24.0
"(37, 4)",26.0
"(38, 1)",20.0
"(38, 2)",19.0
"(38, 3)",24.0
"(38, 4)",26.0
"(39, 1)",20.0
"(39, 2)",19.0
"(39, 3)",24.0
"(39, 4)",26.0
"(40, 1)",20.0
"(40, 2)",19.0
"(40, 3)",24.0
"(40, 4)",26.0
"(41, 1)",20.0
"(41, 2)",19.0
"(41, 3)",24.0
"(41, 4)",26.0
"(42, 1)",20.0
"(42, 2)",19.0
"(42, 3)",24.0
"(42, 4)",26.0
"(43, 1)",20.0
"(43, 2)",19.0
"(43, 3)",24.0
"(43, 4)",26.0
"(44, 1)",20.0
"(44, 2)",19.0
"(44, 3)",24.0
"(44, 4)",26.0
"(45, 1)",20.0
"(45, 2)",19.0
"(45, 3)",24.0
"(45, 4)",26.0
"(46, 1)",20.0
"(46, 2)",19.0
"(46, 3)",24.0
"(46, 4)",26.0
"(47, 1)",20.0
"(47, 2)",19.0
"(47, 3)",24.0
"(47, 4)",26.0
"(48, 1)",20.0
"(48, 2)",19.0
"(48, 3)",24.0
"(48, 4)",26.0
"(49, 1)",20.0
"(49, 2)",19.0
"(49, 3)",24.0
"(49, 4)",26.0
"(50, 1)",20.0
"(50, 2)",19.0
"(50, 3)",24.0
"(50, 4)",26.0
"(51, 1)",20.0
"(51, 2)",19.0
"(51, 3)",24.0
"(51, 4)",26.0
"(52, 1)",20.0
"(52, 2)",19.0
"(52, 3)",24.0
"(52, 4)",26.0
"(53, 1)",20.0
"(53, 2)",22.0
"(53, 3)",24.0
"(53, 4)",26.0
"(54, 1)",20.0
"(54, 2)",22.0
"(54, 3)",24.0
"(54, 4)",26.0
"(55, 1)",20.0
"(55, 2)",22.0
"(55, 3)",24.0
"(55, 4)",26.0
"(56, 1)",20.0
"(56, 2)",22.0
"(56, 3)",24.0
"(56, 4)",26.0
"(57, 1)",20.0
"(57, 2)",22.0
"(57, 3)",24.0
"(57, 4)",26.0
"(58, 1)",20.0
"(58, 2)",22.0
"(58, 3)",24.0
"(58, 4)",26.0
"(59, 1)",20.0
"(59, 2)",22.0
"(59, 3)",24.0
"(59, 4)",26.0
"(60, 1)",20.0
"(60, 2)",22.0
"(60, 3)",24.0
"(60, 4)",26.0
"(61, 1)",20.0
"(61, 2)",22.0
"(61, 3)",24.0
"(61, 4)",26.0
"(62, 1)",20.0
"(62, 2)",22.0
"(62, 3)",24.0
"(62, 4)",26.0
"(63, 1)",20.0
"(63, 2)",22.0
"(63, 3)",24.0
"(63, 4)",26.0
"(64, 1)",20.0
"(64, 2)",22.0
"(64, 3)",24.0
"(64, 4)",26.0
"(65, 1)",20.0
"(65, 2)",22.0
"(65, 3)",24.0
"(65, 4)",26.0
"(66, 1)",20.0
"(66, 2)",22.0
"(66, 3)",24.0
"(66, 4)",26.0
"(67, 1)",20.0
"(67, 2)",22.0
"(67, 3)",24.0
"(67, 4)",26.0
"(68, 1)",20.0
"(68, 2)",22.0
"(68, 3)",24.0
"(68, 4)",26.0
"(69, 1)",20.0
"(69, 2)",22.0
"(69, 3)",24.0
"(69, 4)",26.0
"(70, 1)",20.0
"(70, 2)",22.0
"(70, 3)",24.0
"(70, 4)",26.0
"(71, 1)",20.0
"(71, 2)",22.0
"(71, 3)",24.0
"(71, 4)",26.0
"(72, 1)",20.0
"(72, 2)",22.0
"(72, 3)",24.0
"(72, 4)",26.0
