k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,20.0,2.0,1,0.6,0.0,72531.3518713058,0.0,0.0,0.0,3336.4421860800667,0.0
1,20.0,22.0,2.0,2,0.6,0.005177194630991277,75000.0,5557.95209109543,0.0,6175.502323439367,3368.7870874458094,0.0
2,42.0,24.0,1.4033932168110042,3,0.5996569165375867,0.010527194630991278,65463.105986358605,0.0,0.0,0.0,2509.4190628104134,0.0
3,66.0,25.40339321681103,0.5966067831890065,4,0.5996569165375867,0.01520961205003638,36606.35335699571,0.0,0.0,0.0,1325.7223080792724,0.0
4,91.40339321681103,26.0,0.0,4,0.5996569165375867,0.01787205678502608,12486.850696781594,0.0,0.0,0.0,441.8424092707406,0.0
5,117.4033932168112,26.0,-0.4304006630340338,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,204.9848137341495
6,143.4033932168112,25.569599336966018,-1.333291144041976,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,1569.4173710486193
7,168.9729925537772,24.2363081929241,-2.3513116948291506,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,3124.2139112293335
8,193.2093007467013,21.88499649809491,-3.203855947054109,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,4447.597468624172
9,215.0942972447963,18.68114055104084,-3.5,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,4944.982328433849
10,233.77543779583715,15.181140551040833,-3.5,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,4993.575015707066
11,248.956578346878,11.681140551040828,-3.5,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,5032.376125996376
12,260.63771889791883,8.181140551040825,-3.5,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,5061.385659293268
13,268.81885944895964,4.68114055104082,-3.3405702755204096,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,4841.459028869831
14,273.5,1.3405702755204085,-1.3405702755204085,4,0.5996569165375867,0.018846136333800792,0.0,0.0,0.0,0.0,0.0,1850.7247320911652
