k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,19.324579852419923,1.2004545183226867,1,0.6018949601280872,0.0,44180.382269995425,0.0,0.0,0.0,2103.3291279192235,0.0
1,19.324579852419923,20.52503437074261,1.0832660133033407,2,0.6018949601280872,0.00319262675889968,43394.41482179163,0.0,0.0,0.0,1945.0813535765037,0.0
2,39.84961422316253,21.608300384045947,1.283470992947187,3,0.6018949601280872,0.006330235796425094,53129.31798835457,0.0,0.0,0.0,2262.0461434058466,0.0
3,61.45791460720848,22.891771376993137,0.9925992934409678,4,0.6018949601280871,0.010149288055609914,45957.250134276124,0.0,0.0,0.0,1846.9811456367315,0.0
4,84.3496859842016,23.884370670434105,0.5291047971687917,4,0.6018949601280871,0.013466295565009242,0.0,30341.245204270952,0.0,33712.494671413064,1168.7117895253532,0.0
5,108.23405665463571,24.413475467602897,0.11945618104088851,4,0.600022043757453,0.013466295565009242,0.0,14936.490434989757,0.0,16596.100483321952,562.8682904417151,0.0
6,132.6475321222386,24.532931648643785,0.0,4,0.5991000381750463,0.013466295565009242,10251.489438229648,0.0,0.0,0.0,384.43714832966793,0.0
7,157.1804637708824,24.532931648643785,0.0,4,0.5991000381750463,0.014283899825685316,10209.259658311817,0.0,0.0,0.0,382.8535056537405,0.0
8,181.7133954195262,24.532931648643785,0.0,4,0.5991000381750463,0.015098548001767145,10167.029834439596,0.0,0.0,0.0,381.2698613294964,0.0
9,206.24632706817,24.532931648643785,0.0,4,0.5991000381750463,0.015910240090177916,10124.799967102093,0.0,0.0,0.0,379.6862153752776,0.0
10,230.77925871681379,24.532931648643785,0.0,4,0.5991000381750463,0.01671897608787506,10082.570056788429,0.0,0.0,0.0,378.1025678094262,0.0
11,255.31219036545758,24.532931648643785,-0.03588849090610324,4,0.5991000381750463,0.01752475599185025,0.0,8604.823971858823,0.0,9560.915524287582,322.68618229113065,0.0
12,279.8451220141014,24.497043157737682,-0.4416169800768482,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,288.1934420545052
13,304.34216517183904,24.055426177660834,-1.0375609508501535,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,1192.2623179101925
14,328.39759134949986,23.017865226810677,-1.7065451215170508,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,2216.8420021008583
15,351.41545657631053,21.31132010529363,-2.3800876769642896,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,3258.9733880050626
16,372.7267766816042,18.931232428329338,-2.9927457252655305,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,4217.8235140061715
17,391.6580091099336,15.938486703063806,-3.43848670306377,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,4929.725247741163
18,407.5964958129974,12.5,-3.5,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,5062.659382580654
19,420.09649581299743,9.0,-3.5,4,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,5094.317176638299
20,429.0964958129975,5.5,-3.5,3,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,5116.183393999195
21,434.59649581299755,2.0,-2.0,3,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,0.0,2878.25803464489
22,436.59649581299755,0.0,0.0,3,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,118.55967488036731,0.0
23,436.59649581299755,0.0,2.0,3,0.5985688762014748,0.01752475599185025,0.0,0.0,0.0,0.0,3116.9760080324413,0.0
24,436.59649581299755,2.0,2.0,3,0.5985688762014748,0.01752475599185025,6776.067314847104,0.0,0.0,0.0,3116.990964829668,0.0
25,438.59649581299755,4.0,2.0,3,0.5985688762014748,0.018099080703889547,13566.100740393027,0.0,0.0,0.0,3120.2031702903964,0.0
26,442.59649581299755,6.0,2.0,4,0.5985688762014748,0.01914870775571706,20390.95189847588,0.0,0.0,0.0,3126.6126244329685,0.0
27,448.59649581299755,8.0,2.0,4,0.5985688762014748,0.02067607438861037,27271.472411093273,0.0,0.0,0.0,3136.2193272757268,0.0
28,456.59649581299755,10.0,2.0,4,0.5985688762014748,0.022685077457386897,34228.51390040232,0.0,0.0,0.0,3149.0232788370135,0.0
29,466.59649581299755,12.0,2.0,4,0.5985688762014748,0.02518107343041506,41282.92798871963,0.0,0.0,0.0,3165.024479135172,0.0
30,478.59649581299755,14.0,2.0,4,0.5985688762014748,0.028170878389625433,48455.56629852131,0.0,0.0,0.0,3184.2229281885434,0.0
31,492.59649581299755,16.0,2.0,4,0.5985688762014748,0.031662768030521926,55823.77131005316,0.0,0.0,0.0,3209.866850328057,0.0
32,508.59649581299755,18.0,2.0,4,0.5985688762014748,0.035670432022225654,63366.02649961375,0.0,0.0,0.0,3238.7080210913696,0.0
33,526.5964958129975,20.0,1.3290179351256093,4,0.5985688762014748,0.04020605387719862,49223.3335466369,0.0,0.0,0.0,2264.2733431452975,0.0
34,546.5964958129975,21.32901793512561,0.45694259068492826,4,0.5985688762014748,0.0437516872254632,0.0,22714.86602320181,0.0,25238.74002578023,979.7767907040236,0.0
35,567.9255137481232,21.785960525810538,-0.17766014176459066,4,0.5971667239778203,0.0437516872254632,0.0,885.904518480391,0.0,984.3383538671011,37.41088927597957,0.0
36,589.7114742739337,21.608300384045947,0.0,3,0.5971120385137166,0.0437516872254632,21168.029462895145,0.0,14063.489933750312,-12657.14094037528,302.4845198671479,0.0
37,611.3197746579797,21.608300384045947,0.0,3,0.5978152130104042,0.04533344928786586,7143.635017478301,0.0,0.0,0.0,304.14905842999326,0.0
38,632.9280750420256,21.608300384045947,0.0,3,0.5978152130104042,0.045933503739089346,7182.730470487163,0.0,0.0,0.0,305.81359548885007,0.0
39,654.5363754260716,21.608300384045947,0.0,3,0.5978152130104042,0.04653629487202345,7221.825887671165,0.0,0.0,0.0,307.4781310224193,0.0
40,676.1446758101175,21.608300384045947,0.0,3,0.5978152130104042,0.04714182268416043,7260.92126853012,0.0,0.0,0.0,309.1426650094049,0.0
41,697.7529761941635,21.608300384045947,0.0,3,0.5978152130104042,0.047750087172957534,7300.016612563813,0.0,0.0,0.0,310.8071974285096,0.0
42,719.3612765782094,21.608300384045947,0.0,3,0.5978152130104042,0.048361088335837,0.0,7339.1119192718,0.0,8154.568799190889,312.4717282584264,0.0
43,740.9695769622554,21.608300384045947,0.0,3,0.5973621814104492,0.048361088335837,0.0,7378.207188154056,0.0,8198.00798683784,314.13625747786614,0.0
44,762.5778773463013,21.608300384045947,0.0,3,0.5969067365222915,0.048361088335837,7417.302418710296,0.0,0.0,0.0,315.80078506552854,0.0
45,784.1861777303473,21.608300384045947,0.0,3,0.5969067365222915,0.04898029950514672,0.0,7456.397610440261,0.0,8284.886233822512,317.4653110001145,0.0
46,805.7944781143932,21.608300384045947,0.0,3,0.596446465064857,0.04898029950514672,0.0,7495.492762843742,0.0,8328.325292048565,319.12983526032514,0.0
47,827.4027784984391,21.608300384045947,0.0,3,0.5959837803264099,0.04898029950514672,7534.58787542067,0.0,0.0,0.0,320.79435782487485,0.0
48,849.0110788824851,21.60830038404595,0.0,3,0.5959837803264099,0.04960772065642617,7573.6829476702305,0.0,0.0,0.0,322.4588786724354,0.0
49,870.619379266531,21.608300384045947,0.0,3,0.5959837803264099,0.05023787846276309,7612.777979092759,0.0,0.0,0.0,324.12339778173487,0.0
50,892.227679650577,21.608300384045947,0.0,3,0.5959837803264099,0.05087077292129959,7651.872969187971,0.0,0.0,0.0,325.78791513147286,0.0
51,913.8359800346229,21.608300384045947,0.0,3,0.5959837803264099,0.05150640402914275,7690.967917455331,0.0,0.0,0.0,327.4524307003386,0.0
52,935.4442804186689,21.608300384045947,0.0,3,0.5959837803264099,0.05214477178336462,0.0,7730.062823394886,0.0,8588.958692660985,329.11694446704587,0.0
53,957.0525808027148,21.608300384045947,0.0,3,0.5955066159545953,0.05214477178336462,0.0,7769.15768650635,0.0,8632.397429451501,330.7814564102944,0.0
54,978.6608811867608,21.608300384045947,0.0,3,0.5950270383196258,0.05214477178336462,0.0,7808.252506289438,0.0,8675.836118099376,332.445966508784,0.0
55,1000.2691815708067,21.60830038404595,0.0,3,0.5945450474241758,0.05214477178336462,7847.347282243613,0.0,0.0,0.0,334.1104747412036,0.0
56,1021.8774819548527,21.608300384045947,0.0,3,0.5945450474241758,0.052794086093121674,7886.442013869338,0.0,0.0,0.0,335.7749810862849,0.0
57,1043.4857823388988,21.608300384045947,0.0,3,0.5945450474241758,0.053446137034092525,7925.5367006659535,0.0,0.0,0.0,337.43948552271166,0.0
58,1065.0940827229447,21.608300384045947,0.0,3,0.5945450474241758,0.05410092460313914,42964.63134213317,0.0,35000.0,-31500.0,339.10398802918354,0.0
59,1086.7023831069905,21.608300384045947,-0.03401306541933159,3,0.5962950474241758,0.05720844879708846,0.0,6805.414196635356,0.0,7561.571329594841,289.7488904554102,0.0
60,1108.3106834910363,21.574287318626617,,3,0.5958749601280873,0.05720844879708846,,,,,,
