k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,20.0,1.8211556860164215,1,0.6,0.0,68774.5406217191,0.00017567725708650395,2075.0687299020938,-1867.5616617149321,3068.175715104736,0.0
1,20.0,21.821155686016432,1.566267526379825,2,0.6001037534256508,0.004914217843520268,66553.6069079657,0.00018083216307393513,2154.6152986879524,-1939.1535678945315,2715.1207433467052,0.0
2,41.82115568601643,23.387423212396286,1.1979668441847346,3,0.6002114841794227,0.009672970327077868,57724.66675539098,0.00021137836578258296,2057.332842721744,-1851.5993235847186,2189.8071852130474,6.538234629260842e-07
3,65.20857889841272,24.58539005658096,0.7770385327268057,4,0.6003143508085113,0.013813696999955237,44205.346839404,0.00020679211387245044,1976.7004727558638,-1779.030195711262,1580.2212109775194,6.722348189214244e-07
4,89.79396895499336,25.3624285893078,0.3353891417715108,4,0.6004131858193841,0.017008071278713517,0.0,25695.907281487303,8.322148724385081e-05,28551.008015642114,932.0966459959091,4.2608917283359915e-07
5,115.15639754430116,25.69781773107927,-0.11503520434156933,4,0.598827018707404,0.017008071278713517,0.0,7322.27401870083,9.086224885032634e-05,8135.859939002677,262.142571174995,4.821824290957011e-07
6,140.85421527537974,25.58278252673774,-0.5561626683828387,4,0.5983750264885704,0.017008071278713517,0.0,0.00010386942350522343,9.04596973391597e-05,3.399674295611563e-05,4.822363658012854e-07,403.0679186882284
7,166.43699780211676,25.026619858354987,-1.0119302969173007,4,0.5983750264866817,0.017008071278713517,0.0,0.00010386942350523731,9.045969733914583e-05,3.399674295614355e-05,4.929530293195208e-07,1099.1302020283438
8,191.46361766047104,24.014689561437603,-1.4726924925495957,4,0.598375026484793,0.017008071278713517,0.0,0.00010386942350525119,9.045969733914583e-05,3.3996742956158974e-05,5.137250698683777e-07,1811.2686841670404
9,215.4783072219074,22.541997068887934,-1.9321333692822509,4,0.5983750264829043,0.017008071278713517,0.0,0.00010386942350522343,9.04596973391597e-05,3.399674295611563e-05,5.472872716235898e-07,2528.9935977466016
10,238.0203042907953,20.60986369960563,-2.38305616185151,4,0.5983750264810156,0.017008071278713517,0.0,0.00010386942350522343,9.04596973391597e-05,3.399674295611563e-05,5.985943552365512e-07,3239.860881595933
11,258.6301679903998,18.226807537754084,-2.812585382218032,4,0.5983750264791269,0.017008071278713517,0.0,0.00010386942350522343,9.04596973391597e-05,3.399674295611563e-05,6.768573183880121e-07,3922.3045817766315
12,276.8569755281539,15.414222155536027,-3.19358316087399,4,0.5983750264772382,0.017008071278713517,0.0,0.00010552599314508915,9.231812008830831e-05,3.416479541506603e-05,7.883137462041966e-07,4532.777729331638
13,292.27119768368993,12.220638994662023,-3.466557333837839,4,0.5983750264753401,0.017008071278713517,0.0,0.00010522083237786417,9.223605806739366e-05,3.3899583714750345e-05,9.7752600096188e-07,4978.672040624769
14,304.49183667835194,8.754081660824173,-3.5,4,0.5983750264734569,0.017008071278713517,0.0,1.0691362716750452e-05,0.0,1.1879291907500504e-05,1.123596292621787e-06,5059.056773778574
15,313.2459183391761,5.254081660824161,-3.2540816608241565,4,0.598375026472797,0.017008071278713517,0.0,0.0,0.0,0.0,0.0,4710.935539135465
16,318.5,2.0,-2.0,4,0.598375026472797,0.017008071278713517,0.0,0.0,0.0,0.0,0.0,2840.4087843487314
17,320.5,0.0,0.0,4,0.598375026472797,0.017008071278713517,0.0,0.0,0.0,0.0,156.8308885091301,0.0
18,320.5,0.0,2.0,3,0.598375026472797,0.017008071278713517,0.0,0.0,0.0,0.0,3155.6691853895322,0.0
19,320.5,2.0,2.0,3,0.598375026472797,0.017008071278713517,9569.79905036218,8.078466036169629e-05,2708.6988846695535,-2437.8289064418645,3156.106113379552,7.079863735270919e-06
20,322.5,4.0,2.0,3,0.5985104614120437,0.01777795721223887,15886.232137147123,0.00011050539085373512,2148.2310292532525,-1933.4078035441596,3159.74028023183,3.984983322879998e-06
21,326.5,6.0,2.0,3,0.598617872956685,0.018989993461839168,22619.992209208896,0.00014193944644633194,1968.4377992083007,-1771.5938615769746,3166.57169796414,2.725890681176679e-06
22,332.5,8.0,2.0,3,0.5987162948378837,0.02067339291648379,29429.054178570397,0.00014525934347128788,1806.44245124262,-1625.7980447190876,3176.600365347519,2.0663824216171633e-06
23,340.5,10.0,2.0,3,0.5988066169514792,0.02283342670898372,36448.78132914557,0.0001484760817457853,1776.7566908531685,-1599.0808567944275,3189.8262803827,0.0
24,350.5,12.0,2.0,3,0.5988954547768567,0.02548484140202391,43800.675989641735,0.00020658819455543487,1980.031223277504,-1782.0278714073154,3206.2494479263523,1.376027285004966e-06
25,362.5,14.0,2.0,3,0.5989944563252682,0.02865088872129883,51120.361059605726,0.0002193694232000276,2031.0372775206954,-1827.9333060248223,3225.8698629527216,1.1616129995672964e-06
26,376.5,16.0,2.0,3,0.5990960081756028,0.03232931399547123,58555.69022185571,0.00020873426370313086,2056.77691669989,-1851.0989931029414,3248.68752704868,9.363411663798615e-07
27,392.5,18.0,1.9640418994310558,3,0.599198847008553,0.03652821231100113,65196.05147616636,0.00018830926488286326,2181.078625322634,-1962.970553557854,3220.7652886678193,0.0
28,410.5,19.964041899431088,1.65289504765067,3,0.5993079009281951,0.04119193591433278,62589.08301395681,0.00020998510025310724,2204.7385376874026,-1984.2644506018844,2782.682855065399,0.0
29,430.4640418994272,21.616936947081793,1.2268879507050447,3,0.5994181378421174,0.04567317172530976,53030.413593363846,0.00021959724832262828,2043.1445291025561,-1838.829832195358,2169.9784690116467,7.457224455720279e-07
30,452.08097884650897,22.843824897786753,0.7702921914695791,3,0.5995202950550171,0.049485300676845236,0.0,37387.48797105234,7.762062070107434e-05,41541.65323131071,1505.7237137765715,4.5677188609261066e-07
31,474.92480374429573,23.61411708925639,0.3469620771915022,3,0.5972124254310555,0.049485300676845236,24905.345953338892,0.00015019640024144243,2218.622096878135,-1996.7597203054322,883.8690012094728,0.0
32,498.53892083355214,23.961079166447842,0.038920833552193564,3,0.5973233565266279,0.05132867489357896,14151.648587617286,8.145894045252788e-05,3024.26776383192,-2721.8408969387947,427.2424610640938,0.0
33,522.5,24.0,0.0,3,0.5974745699097912,0.05241929029471217,12848.315416190799,7.402772468270702e-05,3236.6930670452184,-2913.0236780876694,368.4455262216434,0.0
34,546.5,24.0,0.0,3,0.5976364045585738,0.05341867237384553,12822.910441928827,7.391061479321281e-05,3241.5937737409317,-2917.434314243933,367.28380844710955,0.0
35,570.5,24.0,0.0,3,0.5977984842426984,0.05441627610478055,12797.53530268405,7.379478835031761e-05,3246.524337744561,-2921.8718219758957,366.1220898181473,0.0
36,594.5,24.0,0.0,3,0.5979608104550305,0.05541210357596844,12772.190279694747,7.368024601504819e-05,3251.485040102554,-2926.336454225359,364.96037034211014,0.0
37,618.5,24.0,0.0,3,0.5981233847024874,0.05640615689554707,12746.875657268622,7.35669882708373e-05,3256.4761649382644,-2930.82846670334,363.79865002606493,0.0
38,642.5,24.0,0.0,3,0.5982862085061931,0.05739843819155588,12721.591722868696,7.345501542306565e-05,3261.497999521157,-2935.3481179523574,362.6369288774313,0.0
39,666.5,24.0,0.0,3,0.5984492834016348,0.05838894961215669,12738.89991918678,7.353154280831387e-05,3258.0562976214983,-2932.250586157634,363.43234164537836,0.0
40,690.5,24.0,0.0,3,0.5986121862119769,0.05938067260649977,12756.222544572078,7.360867257565074e-05,3254.6290349476467,-2929.166049665468,364.22775402393563,0.0
41,714.5,24.0,0.0,3,0.5987749176591806,0.060373608184619815,12773.559506276848,7.368640465418852e-05,3251.2161188066275,-2926.0944250521816,365.0231660110039,0.0
