k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,18.0,-2.381290934125726,1,0.6,0.0,0.0,4.5137903514763655e-05,4.0669579800027555e-05,1.3550604307490378e-05,2.283809898642893e-07,3265.868090336854
1,18.0,15.618709065874285,-2.2214080748793728,2,0.6,0.0,0.0,4.5137903514770594e-05,4.0669579800020617e-05,1.355060430750433e-05,2.6320087020200016e-07,3059.142254339279
2,33.618709065874285,13.397300990994928,-1.9893610884559916,2,0.6,0.0,0.0,4.5137903514770594e-05,4.0669579800020617e-05,1.355060430750433e-05,3.0684223787560774e-07,2737.935779679997
3,47.01601005686921,11.40793990253898,-1.7247592888068266,2,0.6,0.0,0.0,4.5137903514770594e-05,4.0669579800020617e-05,1.355060430750433e-05,3.6035058500396366e-07,2361.858352965623
4,58.42394995940819,9.683180613732207,-1.4455087810659881,2,0.6,0.0,0.0,4.516295118798391e-05,4.06934482508059e-05,1.3556953449812378e-05,4.2464794019978217e-07,1958.6245333555657
5,68.1071305731404,8.23767183266628,-1.1597498649731235,3,0.6,0.0,0.0,4.516236759126435e-05,4.069196986721674e-05,1.3557635554243103e-05,4.992631400801059e-07,1541.4427594902327
6,76.34480240580574,7.0779219676932135,-0.8712839013665459,4,0.6,0.0,0.0,4.5162717415732356e-05,4.0691464595211946e-05,1.3558478992900758e-05,5.811808343817234e-07,1116.9462176119966
7,83.42272437349895,6.206638066326713,-0.5821075527420327,4,0.6,0.0,0.0,4.516364952950047e-05,4.0691631499445435e-05,1.3559364461055184e-05,6.628800557861038e-07,688.9111723431059
8,89.62936243982567,5.624530513584643,-0.29374389158366965,4,0.6,0.0,0.0,4.5164637942921027e-05,4.0692022283392304e-05,1.3560110992636955e-05,7.315821999416617e-07,260.2217262938127
9,95.25389295341031,5.330786622000933,-0.008257782019342574,4,0.6,0.0,0.0,959.6442724836962,4.069244809757483e-05,1066.2713772475704,165.61771382936323,7.718982146798226e-07
10,100.5846795754104,5.322528839981541,0.28155850920871295,4,0.5999407626944868,0.0,0.0,3466.60578130433,4.0692620032901916e-05,3851.7841648258977,599.2033819348612,7.732494395895628e-07
