k,s,v,a,lane_sequence,SOC,mf,Pe,Pm_pos,Pm_neg,Pb,Ftr,Fbr
0,0.0,20.0,1.4111793619906194,1,0.6,0.0,59248.84954508773,0.0005760316978803415,5918.171127186728,-5326.353374432836,2453.211233720904,4.654844360629795e-06
1,20.0,21.411179361990637,1.1640285490924496,2,0.6002959085208018,0.004247419468156065,54919.687978495196,0.0005690370670400346,5939.7746793803235,-5345.796579178883,2104.5791078044726,4.299513420846779e-06
2,41.411179361990634,22.575207911083158,0.8183632403033021,3,0.6005928972196451,0.008191797626650728,7.275957614183426e-12,39390.8631688787,9.869518345867467e-05,43767.625654372896,1605.282846886971,2.729141442614491e-06
3,63.98638727307379,23.393571151386357,0.45708343401248863,3,0.5981613624610687,0.008191797626650728,3.637978807091713e-12,27389.20881288725,0.00024366433691125344,30432.454017243486,1077.136608199804,2.6494526537135243e-06
4,87.37995842446013,23.850654585398797,0.14934541460123543,3,0.5964706705712218,0.008191797626650728,1.8189894035458565e-12,16148.415697620765,0.0003811884519653863,17942.683765397913,622.8987149146338,2.8833923124693683e-06
5,111.23061300985893,24.0,0.0,3,0.5954738548064775,0.008191797626650728,16740.824102366056,0.0004414708308298487,6293.640711840054,-5664.276150132903,400.47538022654527,-1.6768808563938364e-11
6,135.23061300985893,24.0,-0.12497715414473734,3,0.5957885368148182,0.009463655313816353,9.094947017729282e-13,5523.871417163747,0.00045408135602553745,6137.634499286498,211.74838691815833,2.869381660275394e-06
7,159.23061300985893,23.8750228458553,-0.42248265473154867,3,0.5954475571204134,0.009463655313816353,-2.710505431213761e-20,0.0005537294922292046,0.00047884463921393783,0.00018429481607323887,2.8856125172674104e-06,238.16239280952945
8,183.10563585571424,23.45254019112381,-0.8153690665915498,3,0.5954475571101748,0.009463655313816353,0.0,0.0005537294922290936,0.00047884463921404885,0.00018429481607301558,2.9375949987675896e-06,836.74443456908
9,206.55817604683804,22.637171124532337,-1.250067533086145,3,0.5954475570999362,0.009463655313816353,-2.710505431213761e-20,0.0005537294922292046,0.00047884463921393783,0.00018429481607323887,3.0434043368335736e-06,1505.072534864877
